LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,avg_bill,avg_payment,max_delinquency,total_delinquency,avg_macro_CPI,avg_macro_GDP,avg_macro_TAIEX,avg_macro_rate,avg_macro_unemp,default payment next month
-0.9531238224996238,1,2,3,0.7492352026919706,-1,-1,0,0,0,0,12.021915404899133,11.319886683335069,12.007487551466447,11.382668704879363,11.120786172469979,12.747384796407689,9.44683440765853,6.962243464266207,5.220355825078325,5.209486152841421,5.0369526024136295,4.61512051684126,11.037877132579759,7.779536670870335,0,0,195.13333333333333,13032.649,6071.140380859375,2.0625,4.1,0
-0.2847917733012345,1,2,2,-0.9584219139588164,0,0,0,0,2,0,12.23988936027397,11.628269974280961,12.214204492259716,11.775189724437386,11.601467336821527,12.869930037661113,7.601402334583733,7.824445930877619,8.497194544909547,0.0,7.475339236566737,7.601402334583733,11.529071086768244,7.693861392482165,2,2,195.13333333333333,13032.649,6071.140380859375,2.0625,4.1,0
1.8373853869087897,1,2,2,-0.3554890392596897,0,0,-1,0,0,0,12.181508399700437,11.465183750984767,13.020379377119413,12.794025963211613,11.92194425127769,12.965632371396964,8.703838719690246,12.592419492110476,9.235520670506482,8.925986089617076,8.51919119407891,7.755338812846501,12.156004039502088,10.901263028772032,0,0,195.13333333333333,13032.649,6071.140380859375,2.0625,4.1,0
-1.666848273078999,1,2,1,0.36084803413823086,0,0,0,0,0,0,12.084650496324997,11.276684009386841,12.010854281281146,11.436227989097723,11.077145468859705,12.742431504074435,7.005789019253503,7.650168700845001,6.90875477931522,4.890349128221754,3.8712010109078907,0.0,11.059314734930648,6.594641431938159,0,0,195.13333333333333,13032.649,6071.140380859375,2.0625,4.1,0
-0.9531238224996238,1,3,1,1.6996876558528777,1,2,2,0,0,2,12.277704697979921,11.459102658272721,12.113995733078966,11.480743124259277,11.26428460238249,12.782126864777657,6.90875477931522,6.90875477931522,6.90875477931522,7.220373836723949,0.0,7.347943823148687,11.298014598582496,6.895007706159634,2,7,195.13333333333333,13032.649,6071.140380859375,2.0625,4.1,0
-2.102083711231995,2,2,2,-1.1300809003483963,0,0,0,0,0,0,12.05482524709987,11.253403158312304,12.017566000452195,11.406175095023348,11.15756394382831,12.76141933381339,7.029972911706386,7.038783541388542,5.723585101952381,5.75890177387728,5.805134968916488,5.717027701406222,11.067973408271273,6.377010354447215,0,0,195.13333333333333,13032.649,6071.140380859375,2.0625,4.1,0
-0.2847917733012345,2,2,1,-0.3554890392596897,0,0,-1,-1,0,-1,12.460117786463686,12.005491390512551,11.975010323346647,11.341911733058936,11.04844256839719,12.737124336340843,8.517393171418904,7.295735072749282,7.988542982737695,0.0,6.293419278846481,6.660575149839686,11.38667228369581,7.490436339848555,0,0,195.13333333333333,13032.649,6071.140380859375,2.0625,4.1,0
1.3273719327921307,1,1,2,-0.4950412987836017,0,0,0,0,0,0,12.792697524709425,12.49429207358057,12.737932490809914,12.322530358890374,12.1915882513292,13.077916069369028,8.987321812850125,9.210440366976517,8.612685172875459,8.517393171418904,8.537191877922927,8.853808274977197,12.307597564683471,8.819911648694132,0,0,195.13333333333333,13032.649,6071.140380859375,2.0625,4.1,0
-0.5135592262370264,1,1,2,-1.1300809003483963,0,0,0,0,0,0,12.398542533375943,11.709429309335544,12.130734686483382,11.609543879571211,11.301265721597304,12.792550120483664,7.3783837129967145,7.170888478512505,6.756932389247553,8.006700845440367,6.68586094706836,10.819798284210286,11.446739365097681,9.16891055387971,0,0,195.13333333333333,13032.649,6071.140380859375,2.0625,4.1,0
0.6999923241170234,2,5,1,0.8376265066445568,-1,-1,-1,-1,-1,-1,12.019568353281887,11.158647645631218,11.968164380296468,11.311115231592412,11.02862816621706,12.738270252743831,5.968707559985366,5.968707559985366,5.968707559985366,5.484796933490655,6.985641817639208,0.0,10.941981167763224,6.030685260261263,0,0,195.13333333333333,13032.649,6071.140380859375,2.0625,4.1,0
