LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,avg_bill,avg_payment,max_delinquency,total_delinquency,utilisation_ratio,LIMIT_BAL_sq,limit_x_bill,payment_ratio,avg_unpaid_balance,is_underpaying,cpi_risk_norm,gdp_x_payment_ratio,taiex_x_utilisation,rate_x_delinquency,unemp_x_delinquency,BILL_AMT_PC1,BILL_AMT_PC2,is_anomaly,default payment next month
-0.9531238224996238,1,2,3,0.74923519556253,0,0,1,1,1,1,9.44683440765853,6.962243464266207,5.220355825078325,5.209486152841421,5.0369526024136295,4.61512051684126,11.037877132579759,7.779536670870335,0,0,0.122824210182463,2500000000,307066666.6666666,0.38919344333478073,3751.1666666666665,1,-0.2844958199592799,-0.015674092906579215,-0.7156464514628523,-0.4668695745617363,-0.46686957456173633,-0.5538337100473143,-0.014594774409783628,0,0
-0.2847917733012345,1,2,2,-0.9584219139672199,1,1,1,1,3,1,7.601402334583733,7.824445930877619,8.497194544909547,0.0,7.475339236566737,7.601402334583733,11.529071086768244,7.693861392482165,2,2,0.45583044169558307,10000000000,4558350000.0,0.048127794779543764,43389.666666666664,1,-0.13165738566848015,-0.01717939516203664,0.22843636635777842,0.08363155405688912,0.08363155405688909,0.19814153495806863,0.12035085175394322,0,0
1.8373853869087897,1,2,2,-0.3554890506588386,1,1,0,1,1,1,8.703838719690246,12.592419492110476,9.235520670506482,8.925986089617076,8.51919119407891,7.755338812846501,12.156004039502088,10.901263028772032,0,0,0.2683767965797402,250000000000,67094333333.33333,0.40423557876224026,79944.83333333331,1,-0.2844958199592799,-0.015607704044253832,-0.3030004319495259,-0.4668695745617363,-0.46686957456173633,1.0058576928774023,0.6303935547343367,0,0
-1.666848273078999,1,2,1,0.36084802159247586,1,1,1,1,1,1,7.005789019253503,7.650168700845001,6.90875477931522,4.890349128221754,3.8712010109078907,0.0,11.059314734930648,6.594641431938159,0,0,0.3744229455193907,400000000,149776666.66666666,0.09750072329913427,6758.666666666666,1,-0.2844958199592799,-0.016961486436916112,-0.002356366956925014,-0.4668695745617363,-0.46686957456173633,-0.5548754047598763,-0.026023749500208915,0,0
-0.9531238224996238,1,3,1,1.6996876816479582,2,3,3,1,1,3,6.90875477931522,6.90875477931522,6.90875477931522,7.220373836723949,0.0,7.347943823148687,11.298014598582496,6.895007706159634,2,7,0.4923334866636001,2500000000,1230858333.3333335,0.04006689099070432,23630.833333333336,1,0.7853625215998877,-0.017214972173986584,0.33192361161397105,1.4598843756034525,1.4598843756034525,-0.23918344295924499,-0.08416084001664181,0,0
-2.102083711231995,2,2,2,-1.130080895470915,1,1,1,1,1,1,7.029972911706386,7.038783541388542,5.723585101952381,5.75890177387728,5.805134968916488,5.717027701406222,11.067973408271273,6.377010354447215,0,0,0.8040529280405293,100000000,80413333.33333333,0.07301857071795721,7454.166666666666,1,-0.2844958199592799,-0.017069539064482123,1.2156577304843852,-0.4668695745617363,-0.46686957456173633,-0.5436256922355618,0.0433512098614961,0,0
-0.2847917733012345,2,2,1,-0.3554890506588386,1,1,0,0,1,0,8.517393171418904,7.295735072749282,7.988542982737695,0.0,6.293419278846481,6.660575149839686,11.38667228369581,7.490436339848555,0,0,0.3209467905320947,10000000000,3209500000.0,0.055766734174585865,30305.166666666668,1,-0.2844958199592799,-0.017145680501092716,-0.15396289653212344,-0.4668695745617363,-0.46686957456173633,-0.1178032398214981,-0.641331954874903,0,0
1.3273719327921307,1,1,2,-0.49504130836493365,1,1,1,1,1,1,8.987321812850125,9.210440366976517,8.612685172875459,8.517393171418904,8.537191877922927,8.853808274977197,12.307597564683471,8.819911648694132,0,0,0.45924131692226783,129600000000,59517840000.0,0.040928904677992345,158560.6666666667,1,-0.2844958199592799,-0.0172111676537917,0.2381063016037686,-0.4668695745617363,-0.46686957456173633,1.5974424713249036,-0.1179891989324704,0,0
-0.5135592262370264,1,1,2,-1.130080895470915,1,1,1,1,1,1,7.3783837129967145,7.170888478512505,6.756932389247553,8.006700845440367,6.68586094706836,10.819798284210286,11.446739365097681,9.16891055387971,0,0,0.46938788265146686,6400000000,3004120000.0,0.25546693651829266,27958.333333333332,1,-0.2844958199592799,-0.01626429837927343,0.26687212475758265,-0.4668695745617363,-0.46686957456173633,0.018993966440692844,-0.22140349924628866,0,0
0.6999923241170234,2,4,1,0.8376265013727084,0,0,0,0,0,0,5.968707559985366,5.968707559985366,5.968707559985366,5.484796933490655,6.985641817639208,0.0,10.941981167763224,6.030685260261263,0,0,0.001978252268468398,52900000000,104650000.0,0.9120879120879121,40.0,1,-0.2844958199592799,-0.013366284346806223,-1.0582484260603828,-0.4668695745617363,-0.46686957456173633,-0.7363116427469727,0.009324218268907503,0,0
